Monthly_Spending,Visit_Frequency,Customer_Support_Calls,Membership_Years,Discounts_Used,Churn
18,8,9,8,3,0
348,1,2,7,5,0
344,25,1,1,9,0
190,21,3,7,18,0
30,4,7,7,4,1
443,13,2,4,5,0
281,24,3,6,13,0
203,14,1,6,14,0
35,9,0,3,18,0
437,3,7,5,18,0
294,14,6,9,6,0
490,4,9,5,17,0
107,17,1,5,11,0
439,15,7,8,7,0
228,12,9,1,2,0
336,14,2,9,14,0
442,19,6,7,9,0
408,10,0,7,18,0
282,5,2,0,11,0
402,29,8,1,2,0
470,24,3,3,13,0
297,17,0,4,16,0
75,17,5,4,2,0
324,3,0,5,6,0
425,16,9,6,16,0
120,25,0,0,14,0
221,9,1,6,19,0
180,17,2,5,9,0
348,20,1,4,6,0
375,12,7,5,19,0
484,24,5,7,2,0
493,2,0,5,14,0
68,20,5,4,19,0
39,16,0,5,4,0
276,23,8,8,1,0
473,23,2,0,8,0
384,21,0,2,17,0
163,23,0,2,12,0
359,6,1,8,19,0
11,2,5,2,6,0
427,9,0,5,3,0
178,5,6,8,7,0
223,18,3,9,5,0
260,22,6,4,3,0
40,26,3,9,4,0
328,21,3,8,19,0
192,18,3,8,19,0
382,29,9,5,8,0
198,10,9,7,7,0
222,10,7,8,1,0
136,23,1,8,6,0
301,10,7,7,17,0
305,29,9,3,9,0
32,18,0,7,2,0
419,16,6,1,16,0
27,23,6,2,1,0
88,6,5,8,2,0
43,12,3,9,4,0
479,28,4,3,12,0
421,4,0,1,12,0
116,20,1,2,5,0
314,16,9,6,13,0
457,28,6,8,4,0
208,22,1,6,0,0
200,25,7,7,8,0
241,26,6,2,2,0
71,22,9,6,5,0
51,22,7,0,3,0
33,11,3,5,1,0
172,1,0,2,15,0
470,5,6,1,5,0
192,17,0,3,13,0
442,11,6,8,9,0
342,14,8,5,3,0
104,9,4,8,6,0
452,10,1,7,16,0
92,4,0,4,4,0
102,2,7,7,13,0
287,25,3,1,15,0
114,6,7,7,7,0
94,27,1,0,15,0
70,29,2,2,5,0
217,26,2,6,10,0
167,3,3,3,1,0
78,13,8,6,0,0
498,12,8,0,8,0
453,18,4,6,4,0
498,6,6,2,1,0
271,10,8,1,13,0
350,6,0,8,19,0
243,28,1,1,12,0
379,28,5,2,11,0
148,25,2,2,8,0
289,5,6,3,5,0
485,27,4,6,3,0
344,15,9,6,9,0
240,15,7,8,4,0
375,12,0,9,3,0
369,9,8,7,19,0
60,13,9,5,3,0
248,16,5,5,12,0
28,21,4,4,15,0
187,2,7,1,10,0
218,17,3,5,18,0
396,9,8,5,17,0
140,26,4,4,0,0
240,23,0,5,3,0
393,19,7,4,8,0
101,28,8,3,8,0
40,6,4,2,10,0
371,26,4,0,4,0
258,4,5,3,5,0
133,25,8,8,19,0
378,15,4,6,5,0
440,18,1,6,7,0
145,27,2,6,18,0
282,12,9,3,0,0
364,12,2,6,4,0
109,20,8,1,18,0
228,17,7,7,1,0
113,7,5,9,15,0
310,20,4,7,1,0
106,5,9,8,8,0
325,12,1,4,17,0
379,17,8,9,15,0
212,2,9,7,6,0
30,28,7,1,8,0
207,4,4,9,11,0
121,2,5,9,18,0
158,14,8,7,0,0
390,14,0,9,5,0
252,13,3,8,1,0
451,17,4,5,16,0
192,26,8,5,13,0
293,17,4,3,12,0
346,22,4,7,10,0
347,18,2,6,15,0
468,3,7,8,17,0
311,21,6,0,19,0
309,16,7,9,2,0
98,19,3,7,0,0
231,6,7,7,13,0
257,23,9,8,16,0
418,26,3,6,2,0
464,6,0,8,11,0
186,18,3,9,1,0
494,9,4,7,1,0
127,18,9,8,11,0
183,6,7,8,4,0
228,9,9,0,15,0
385,25,5,2,4,0
227,18,9,5,2,0
328,25,4,6,5,0
86,16,2,3,18,0
97,24,3,9,11,0
405,23,5,1,7,0
87,13,5,3,5,0
450,11,5,5,13,0
210,8,1,3,2,0
73,26,7,9,10,0
424,24,7,1,6,0
13,17,5,8,8,0
447,9,3,0,10,0
92,6,1,9,12,0
202,1,5,6,17,0
486,1,5,8,9,0
15,13,9,2,1,0
202,7,2,5,6,0
226,10,1,8,14,0
356,18,3,8,9,0
31,6,7,3,11,0
154,13,4,7,19,0
452,5,2,7,8,0
294,21,4,6,18,0
460,26,8,5,5,0
154,15,7,2,18,0
11,12,9,3,0,0
297,22,6,8,1,0
415,11,3,9,14,0
368,8,1,6,10,0
234,5,8,7,17,0
451,8,2,5,0,0
446,5,5,0,3,0
223,10,6,8,3,0
440,15,2,2,3,0
397,6,2,2,17,0
175,24,2,8,0,0
382,18,2,3,6,0
150,23,2,7,13,0
326,3,6,3,15,0
480,9,4,1,14,0
73,10,3,4,4,0
342,7,5,2,12,0
221,19,7,3,4,0
298,24,1,2,17,0
107,26,2,0,4,0
175,2,1,3,4,0
135,26,6,8,5,0
166,28,1,6,13,0
259,8,4,5,1,0
70,7,9,9,14,0
41,28,8,8,15,0
404,5,7,3,4,0
283,4,7,5,15,0
310,11,2,2,0,0
30,26,0,2,7,0
21,28,1,9,0,0
253,10,6,9,6,0
112,1,3,7,5,0
285,29,9,4,7,0
16,4,4,7,4,0
356,22,0,8,14,0
464,6,1,1,19,0
139,18,8,6,15,0
308,25,5,1,16,0
106,13,6,6,10,0
286,13,4,2,1,0
294,1,8,7,0,0
297,4,9,3,16,0
182,4,4,8,0,0
341,18,5,3,1,0
214,24,9,1,16,0
112,27,8,3,3,0
122,18,4,4,11,0
452,18,3,7,9,0
369,15,4,2,9,0
140,18,4,8,14,0
48,15,4,8,10,0
316,17,0,9,6,0
381,29,4,2,9,0
17,5,4,7,18,0
375,11,0,5,17,0
55,16,3,5,1,0
203,20,7,1,6,0
15,2,3,7,13,0
377,17,6,6,10,0
67,1,5,1,0,0
178,18,4,3,19,0
131,17,8,4,4,0
258,25,7,8,3,0
216,18,4,9,13,0
124,19,9,1,2,0
248,25,6,6,17,0
63,5,8,4,17,0
85,13,6,1,3,0
178,24,2,9,2,0
57,23,9,2,9,0
233,6,4,4,15,0
79,13,8,9,2,0
164,18,8,0,18,0
56,29,7,6,19,0
470,4,5,0,14,0
382,9,6,5,4,0
288,23,6,5,10,0
211,3,0,0,8,0
151,22,7,6,12,0
326,24,5,7,10,0
460,24,6,2,13,0
135,8,9,9,0,0
341,13,9,0,8,0
162,24,1,1,12,0
74,26,6,0,1,0
105,22,7,8,3,0
417,11,4,3,15,0
190,10,0,6,9,0
371,11,5,4,5,0
466,3,2,8,8,0
187,25,4,8,1,0
138,14,8,5,0,0
499,14,6,4,11,0
48,19,7,9,15,0
467,28,5,0,1,0
309,28,8,3,12,0
370,4,2,4,7,0
359,26,0,8,0,0
142,1,9,1,4,0
388,2,3,1,9,0
461,6,7,2,2,0
389,13,5,2,10,0
118,14,6,6,4,0
81,28,8,0,11,0
217,1,1,1,11,0
74,28,6,0,12,0
250,25,3,8,13,0
88,8,6,9,3,0
97,18,7,8,2,0
408,14,1,2,16,0
187,2,6,2,7,0
271,24,7,0,15,0
75,12,0,4,10,0
334,27,9,2,4,0
380,24,4,1,15,0
432,1,8,2,8,0
114,21,1,7,12,0
107,15,5,7,7,0
496,11,1,0,4,0
105,18,2,1,8,0
422,17,5,0,5,0
486,3,4,7,1,0
481,15,3,0,6,0
55,13,6,5,16,0
387,3,2,9,11,0
40,13,9,7,0,0
417,26,6,7,14,0
384,9,8,6,10,0
391,10,1,7,9,0
408,1,4,7,15,0
213,27,0,9,8,0
157,2,6,2,11,0
141,25,1,1,14,0
195,14,4,3,15,0
470,5,0,4,0,0
198,25,0,1,5,0
498,22,3,7,12,0
136,10,6,7,0,0
373,26,6,3,12,0
403,19,7,4,4,0
306,8,8,4,2,0
318,13,3,4,11,0
96,9,1,8,9,0
464,18,9,8,8,0
130,25,9,3,16,0
341,4,2,0,5,0
313,8,8,7,13,0
408,5,7,0,2,0
144,29,5,6,17,0
337,6,2,3,6,0
208,20,9,0,8,0
180,5,7,3,14,0
269,28,1,6,18,0
133,1,3,7,15,0
251,28,3,1,18,0
444,19,8,8,18,0
80,4,7,4,16,0
391,1,6,7,5,0
68,29,3,1,0,0
118,19,6,1,18,0
50,4,0,3,14,0
454,14,7,3,2,0
295,14,7,2,16,0
388,9,8,4,5,0
155,19,8,1,3,0
295,11,0,0,7,0
400,16,9,3,3,0
61,19,6,5,1,0
185,4,0,5,9,0
288,9,5,1,11,0
389,25,4,5,0,0
174,17,1,3,11,0
336,15,2,9,9,0
495,8,7,0,11,0
486,26,1,0,18,0
491,13,3,1,2,0
261,1,2,3,18,0
112,2,6,7,6,0
62,10,7,2,0,0
264,27,3,4,12,0
370,21,5,2,8,0
182,27,2,7,15,0
260,13,6,3,17,0
186,11,7,7,14,0
58,14,6,7,19,0
120,16,3,8,14,0
219,28,9,1,14,0
257,29,8,9,9,0
184,6,9,6,17,0
116,2,7,9,14,0
162,26,5,0,11,0
356,5,1,3,0,0
164,19,9,3,12,0
149,7,6,3,16,0
160,28,8,6,16,0
282,28,8,4,6,0
53,17,8,4,10,0
80,5,8,2,11,0
134,12,5,9,8,0
161,19,0,4,14,0
464,27,5,4,0,0
358,18,4,7,10,0
325,28,6,1,4,0
318,12,7,7,18,0
229,3,0,3,17,0
224,26,9,8,17,0
339,4,3,7,17,0
153,15,3,4,19,0
116,15,0,4,6,0
363,11,3,8,13,0
290,2,6,4,0,0
331,18,5,8,19,0
315,3,3,5,8,0
334,18,1,0,15,0
343,14,6,7,5,0
488,6,7,0,6,0
433,2,8,1,17,0
399,1,8,5,0,0
73,8,3,4,15,0
293,10,2,1,17,0
274,20,4,5,17,0
15,18,5,6,18,0
410,20,7,2,12,0
177,11,2,7,18,0
364,18,5,3,2,0
469,27,4,9,19,0
182,16,6,8,16,0
347,5,8,6,10,0
128,7,6,2,16,0
436,22,5,4,11,0
235,2,8,8,11,0
183,11,9,8,19,0
456,13,3,7,15,0
138,20,0,7,0,0
196,24,7,8,19,0
72,28,5,4,12,0
472,16,5,8,1,0
390,14,4,5,15,0
283,7,9,5,6,0
95,7,2,9,1,0
219,12,5,5,17,0
202,12,0,6,16,0
247,20,6,8,15,0
29,1,5,2,19,0
449,23,4,5,17,0
191,6,2,9,19,0
57,8,7,4,15,0
237,27,3,3,0,0
63,13,8,7,4,0
111,5,8,2,14,0
98,24,4,1,12,0
153,10,6,3,4,0
157,27,5,2,17,0
239,14,5,6,19,0
312,24,3,3,4,0
259,9,9,9,15,0
234,17,7,8,10,0
400,3,9,4,10,0
416,12,2,2,2,0
468,12,4,1,18,0
170,11,0,5,9,0
177,22,0,5,1,0
119,29,8,0,16,0
270,4,3,6,2,0
182,8,8,4,2,0
376,10,6,6,7,0
306,14,9,3,15,0
401,1,7,4,11,0
252,12,8,6,18,0
218,5,0,5,0,0
252,14,6,0,18,0
263,4,7,0,3,0
91,28,1,1,16,0
443,17,9,2,18,0
484,26,8,0,3,0
40,22,0,9,14,0
13,26,2,1,6,0
203,13,8,1,19,0
65,3,0,6,16,0
270,11,3,5,8,0
90,11,9,8,6,0
63,5,5,9,3,0
389,6,5,4,16,0
496,4,3,2,14,0
105,10,9,0,8,0
358,10,9,0,15,0
345,12,9,1,5,0
266,22,9,2,16,0
213,23,0,9,6,0
220,18,4,9,16,0
338,15,4,4,13,0
326,23,2,6,14,0
135,23,2,3,19,0
16,18,3,9,17,0
423,3,2,5,18,0
134,3,2,5,17,0
280,1,2,1,13,0
117,17,6,5,19,0
269,10,8,4,4,0
328,27,0,5,6,0
79,6,7,3,11,0
47,25,9,0,16,0
184,25,0,8,18,0
197,11,8,2,15,0
236,14,7,0,1,0
267,17,5,3,11,0
206,28,5,6,16,0
17,7,9,3,2,0
60,22,6,3,7,0
382,4,7,8,4,0
231,11,6,5,16,0
377,19,0,8,13,0
28,9,9,1,13,0
359,26,3,6,3,0
256,21,3,6,14,0
40,8,8,7,1,0
89,20,8,9,3,0
367,4,2,8,16,0
31,16,8,7,2,0
298,6,4,1,15,0
251,6,5,2,11,0
223,19,6,1,19,0
209,2,2,0,2,0
174,11,3,6,4,0
149,25,4,7,15,0
379,18,0,4,6,0
462,9,7,9,19,0
329,28,6,8,15,0
418,16,1,3,16,0
447,11,6,0,1,0
294,14,8,3,11,0
22,8,4,4,12,0
35,27,5,7,4,0
31,13,4,4,15,0
358,10,0,9,7,0
85,23,5,8,13,0
375,12,6,5,7,0
101,21,4,7,17,0
338,29,2,2,19,0
384,3,5,2,11,0
275,2,6,8,10,0
57,11,9,5,15,0
179,24,9,3,14,0
355,18,8,7,12,0
254,24,6,3,17,0
237,21,2,3,0,0
196,25,0,6,0,0
446,4,6,6,0,0
177,8,7,7,8,0
212,29,0,9,13,0
455,11,4,6,17,0
15,15,7,7,0,0
141,23,9,7,19,0
254,28,6,6,10,0
100,24,1,0,1,0
320,21,3,3,18,0
135,2,5,2,1,0
481,23,6,8,18,0
462,19,6,9,1,0
251,15,2,7,5,0
258,29,7,8,14,0
396,26,6,4,10,0
16,26,3,4,15,0
97,26,9,9,19,0
95,28,3,4,2,0
405,27,3,1,2,0
364,26,4,6,18,0
154,13,1,7,10,0
460,2,8,4,5,0
340,3,5,7,8,0
207,14,7,5,4,0
372,20,0,3,6,0
173,26,5,6,19,0
154,13,5,7,0,0
351,27,7,8,2,0
10,23,0,4,10,0
129,26,4,8,9,0
76,16,2,7,12,0
473,12,5,0,2,0
364,1,8,7,10,0
471,6,9,7,19,0
58,13,2,6,8,0
316,22,8,0,10,0
336,24,8,5,8,0
483,2,0,1,12,0
385,18,1,5,8,0
436,17,3,1,13,0
377,19,6,1,15,0
296,23,1,6,16,0
33,15,6,9,14,0
220,8,4,0,10,0
302,23,9,4,11,0
458,9,6,0,10,0
482,8,8,8,17,0
72,8,8,4,11,0
65,11,2,4,7,0
467,18,2,3,9,0
27,17,6,2,2,0
371,22,4,7,19,0
458,23,4,6,3,0
422,6,4,8,12,0
86,23,8,5,19,0
269,24,3,0,7,0
130,2,5,4,1,0
405,1,5,4,1,0
193,10,6,6,5,0
57,8,1,9,19,0
156,16,5,0,6,0
291,24,8,0,3,0
373,14,2,5,7,0
303,24,1,5,17,0
89,16,7,8,9,0
245,14,0,2,19,0
418,26,7,4,10,0
449,7,4,4,6,0
467,18,8,0,4,0
238,20,8,5,10,0
293,9,3,3,17,0
70,24,0,5,15,0
229,4,4,7,18,0
354,24,6,7,19,0
98,26,8,2,4,0
444,29,9,8,6,0
405,16,8,3,2,0
273,22,8,0,9,0
237,11,5,8,18,0
387,9,1,4,4,0
112,17,4,7,4,0
451,22,2,6,10,0
97,11,5,4,18,0
32,20,4,7,11,0
302,3,9,0,16,0
276,21,0,3,19,0
26,26,9,4,14,0
485,11,9,3,17,0
449,8,1,5,8,0
446,27,4,8,16,0
460,10,5,0,10,0
395,6,0,9,5,0
294,17,6,1,11,0
322,6,2,0,10,0
171,7,0,6,16,0
87,13,6,1,9,0
131,6,6,8,12,0
490,3,9,7,4,0
121,27,2,9,3,0
248,25,5,0,6,0
219,13,3,2,14,0
358,10,3,5,1,0
11,26,8,2,16,0
389,4,6,8,7,0
212,5,5,9,15,0
296,21,8,9,19,0
126,19,2,1,2,0
378,28,3,5,16,0
470,18,8,1,4,0
309,24,3,2,13,0
392,7,6,9,13,0
355,21,8,8,13,0
449,29,3,8,10,0
491,1,8,1,19,0
447,26,6,7,12,0
446,17,3,2,8,0
123,24,2,1,19,0
83,20,5,9,1,0
469,29,2,7,11,0
250,20,6,2,7,0
479,25,0,7,15,0
311,18,6,5,0,0
63,5,2,0,15,0
168,22,8,1,5,0
476,6,5,1,19,0
118,10,6,6,5,0
289,28,8,5,2,0
162,19,5,1,8,0
172,10,9,0,18,0
66,6,1,4,2,0
337,10,5,1,6,0
334,10,5,9,13,0
223,21,1,9,13,0
37,12,6,5,2,0
213,24,8,1,4,0
42,4,9,8,4,1
318,13,3,4,18,0
131,26,4,6,9,0
25,10,5,3,8,0
163,16,0,1,15,0
405,19,7,2,8,0
352,6,8,4,5,0
227,26,0,0,4,0
114,9,3,3,3,0
86,14,5,3,19,0
96,24,9,1,17,0
40,10,0,8,15,0
109,8,2,5,6,0
164,3,6,8,13,0
301,17,7,5,16,0
324,19,7,1,7,0
115,3,4,0,10,0
480,14,0,3,16,0
239,28,0,0,13,0
12,6,7,7,8,0
231,29,4,0,5,0
130,19,8,4,7,0
169,18,0,8,16,0
280,12,1,0,12,0
495,15,3,3,12,0
340,25,9,7,16,0
203,6,6,7,18,0
227,21,3,0,1,0
200,12,7,7,17,0
261,19,6,2,3,0
235,7,4,6,6,0
10,23,6,9,15,0
468,20,7,0,18,0
142,10,2,4,14,0
99,18,2,3,13,0
15,2,1,3,12,0
492,13,3,4,19,0
253,15,3,2,6,0
142,28,3,6,14,0
125,24,1,1,0,0
82,4,6,0,1,0
165,7,9,5,2,0
220,3,2,0,4,0
78,25,9,6,15,0
480,16,0,7,16,0
309,26,1,1,17,0
153,9,4,3,15,0
208,23,8,6,10,0
215,23,3,5,2,0
415,17,5,1,9,0
210,26,2,3,17,0
248,8,8,2,15,0
416,18,1,8,8,0
436,24,7,5,0,0
77,27,2,1,10,0
180,13,7,1,10,0
419,2,2,2,12,0
306,1,3,4,7,0
79,16,7,5,18,0
296,16,9,4,8,0
26,11,3,0,5,0
146,24,8,0,3,0
228,4,8,6,8,0
320,11,5,9,14,0
15,26,0,6,17,0
207,6,8,9,3,0
457,26,8,5,18,0
141,29,6,8,15,0
372,11,8,1,5,0
460,26,7,0,11,0
353,1,8,5,14,0
193,9,8,5,14,0
27,27,6,8,14,0
425,7,5,9,15,0
222,21,1,0,13,0
57,22,6,0,7,0
38,3,0,9,1,0
425,29,5,5,14,0
162,9,5,4,7,0
341,2,6,5,10,0
247,28,1,5,15,0
328,10,3,3,7,0
274,17,1,9,4,0
208,1,3,7,19,0
23,26,2,4,3,0
285,18,1,5,11,0
477,6,1,1,9,0
19,6,2,0,3,0
148,9,9,7,18,0
176,10,3,5,9,0
156,15,6,8,18,0
412,4,3,4,18,0
254,8,6,7,10,0
436,4,3,6,12,0
454,3,2,9,1,0
79,4,7,0,13,0
337,1,2,6,19,0
330,9,7,3,17,0
416,11,1,5,15,0
113,21,2,8,3,0
238,23,3,8,0,0
325,19,2,8,2,0
147,21,5,4,11,0
328,29,8,3,2,0
395,26,9,5,17,0
45,20,7,9,3,0
127,7,3,4,16,0
264,5,1,9,11,0
322,2,9,4,19,0
459,19,0,7,7,0
344,24,3,9,16,0
29,3,4,4,13,0
307,15,1,0,19,0
30,7,2,4,10,0
487,5,3,4,7,0
265,23,2,4,0,0
257,10,7,2,16,0
481,9,1,8,19,0
459,23,8,4,17,0
175,14,5,1,9,0
479,22,0,4,8,0
358,28,7,8,1,0
264,13,9,7,19,0
87,1,5,5,2,0
462,16,3,8,0,0
289,20,5,6,0,0
291,8,1,1,17,0
395,17,0,0,7,0
439,6,5,2,17,0
374,2,7,3,0,0
43,13,4,8,16,0
455,25,7,4,9,0
480,8,2,1,8,0
434,25,5,9,9,0
108,9,0,4,0,0
152,13,2,1,15,0
64,18,3,8,6,0
12,18,4,5,2,0
341,9,2,4,16,0
431,2,7,1,8,0
444,4,4,6,14,0
410,18,6,6,7,0
495,17,4,1,3,0
228,12,7,9,18,0
220,16,0,5,1,0
314,13,2,9,1,0
158,11,2,9,12,0
241,14,9,2,18,0
97,10,9,7,0,0
417,23,2,4,14,0
220,28,5,7,1,0
232,27,8,6,15,0
305,21,5,7,13,0
157,19,4,0,5,0
216,24,0,5,10,0
369,21,1,2,13,0
428,17,0,4,19,0
441,9,5,1,3,0
236,14,2,3,16,0
426,5,4,5,15,0
369,3,5,0,5,0
193,22,4,1,7,0
50,8,2,1,12,0
191,18,1,8,3,0
53,27,1,4,15,0
219,3,1,4,16,0
346,23,9,5,3,0
465,2,3,9,15,0
259,27,3,2,1,0
93,11,2,8,19,0
148,28,7,2,12,0
487,5,3,3,2,0
484,25,7,8,9,0
240,7,2,9,17,0
407,14,1,7,2,0
435,29,7,5,0,0
472,19,5,7,10,0
21,2,1,0,4,0
477,26,6,3,2,0
282,9,9,9,10,0
497,25,6,3,0,0
99,25,3,1,14,0
471,10,7,1,6,0
34,19,2,9,1,0
35,17,8,8,14,0
440,25,4,5,17,0
162,7,2,6,3,0
482,18,8,3,0,0
69,6,1,2,8,0
69,27,1,2,8,0
292,9,2,4,5,0
180,8,8,5,13,0
85,27,9,1,8,0
285,28,2,6,1,0
456,22,4,6,8,0
217,22,8,0,12,0
418,24,9,6,19,0
164,9,5,3,19,0
189,24,5,3,11,0
91,1,0,2,9,0
19,2,1,8,4,0
252,22,8,2,11,0
187,24,7,3,0,0
295,4,1,2,3,0
266,28,4,7,12,0
319,20,4,7,17,0
13,29,5,9,1,0
224,18,3,7,10,0
400,10,8,4,3,0
39,1,4,6,17,0
355,10,3,2,6,0
74,9,8,7,8,0
133,23,1,9,1,0
294,25,1,1,3,0
162,13,2,7,13,0
49,15,9,5,16,0
35,18,3,1,0,0
282,26,9,5,2,0
168,13,8,9,0,0
198,5,4,1,19,0
273,2,1,2,12,0
78,26,2,4,13,0
10,7,7,0,11,0
88,9,5,8,10,0
237,19,4,9,17,0
336,14,3,2,1,0
55,17,3,0,2,0
117,20,7,5,3,0
484,20,5,0,8,0
364,11,4,2,10,0
133,22,4,6,8,0
484,5,5,3,16,0
157,12,2,8,14,0
475,29,6,6,8,0
433,21,0,4,6,0
261,9,4,8,7,0
11,29,5,2,2,0
231,27,1,7,0,0
198,17,1,7,3,0
495,8,8,3,16,0
487,24,1,0,0,0
80,27,2,3,3,0
368,8,0,8,7,0
342,29,8,9,16,0
106,12,0,0,11,0
241,29,3,2,15,0
39,19,6,7,4,0
39,10,1,2,12,0
224,24,7,1,12,0
182,2,7,0,11,0
289,24,2,8,2,0
477,28,3,9,11,0
485,8,6,2,19,0
449,14,4,6,19,0
220,19,4,9,19,0
326,4,1,2,10,0
406,9,5,7,9,0
134,13,3,8,15,0
89,9,4,7,5,0
193,26,4,4,16,0
24,13,1,9,12,0
20,25,7,1,17,0
405,16,0,5,11,0
351,26,1,7,4,0
98,22,6,1,19,0
12,1,6,5,15,1
33,8,1,6,2,0
98,29,0,8,15,0
18,9,9,8,10,0
485,24,0,1,13,0
55,13,0,0,12,0
103,17,5,6,10,0
80,28,9,5,13,0
197,22,6,9,9,0
148,25,1,9,17,0
19,9,5,9,6,0
12,7,3,3,17,0
28,23,8,8,1,0
139,20,7,0,7,0
410,23,7,6,14,0
230,10,1,4,5,0
139,21,4,4,12,0
446,27,1,5,4,0
409,26,2,1,2,0
122,5,7,2,14,0
147,17,4,8,8,0
461,2,3,3,16,0
52,9,4,5,16,0
227,2,7,2,12,0
67,10,9,2,17,0
122,27,6,8,19,0
197,12,5,8,4,0
131,2,1,2,12,0
417,15,9,2,6,0
469,25,4,5,3,0
94,3,9,0,12,0
115,2,8,4,16,0
409,7,8,8,7,0
365,28,8,8,2,0
108,9,2,7,15,0
18,11,8,5,1,0
15,29,8,8,0,0
117,22,4,2,7,0
458,28,5,8,2,0
471,16,6,7,16,0
161,7,9,0,18,0
403,29,9,8,15,0
347,13,9,7,19,0
246,3,5,7,9,0
466,11,4,5,14,0
36,3,0,8,6,0
128,15,3,7,15,0
220,8,7,1,16,0
109,7,7,5,19,0
12,5,5,7,12,0
303,6,2,5,9,0
466,25,7,8,8,0
339,19,6,4,6,0
338,28,8,7,11,0
26,3,2,9,0,0
115,11,5,1,15,0
239,6,0,4,3,0
313,27,7,0,13,0
186,24,1,4,16,0
436,21,4,6,11,0
93,14,5,0,14,0
272,17,3,9,11,0
205,3,8,2,2,0
258,29,2,5,9,0
391,24,1,0,19,0
467,4,2,2,16,0
158,9,4,7,13,0
215,13,0,8,12,0
418,6,9,6,12,0
90,10,3,3,7,0
198,20,0,6,13,0
421,20,8,6,1,0
215,26,2,6,18,0
317,21,1,7,1,0
278,13,4,3,11,0
299,23,0,3,19,0
392,14,9,8,11,0
370,12,6,7,18,0
460,23,8,3,15,0
397,13,0,5,1,0
309,10,7,8,7,0
391,7,7,5,1,0
264,5,6,4,9,0
408,12,9,6,15,0
477,29,3,1,6,0
17,25,6,7,18,0
123,2,1,6,19,0
14,8,5,5,2,0
459,26,4,2,16,0
485,8,4,8,7,0
351,19,7,1,3,0
82,5,0,3,0,0
357,8,7,1,17,0
130,10,3,5,0,0
311,13,9,6,8,0
458,9,5,8,13,0
381,7,5,5,6,0
493,20,0,5,7,0
378,20,7,4,7,0
243,19,3,9,0,0
75,11,8,9,2,0
239,8,6,3,8,0
419,22,3,9,7,0
40,16,0,3,4,0
316,10,8,3,0,0
306,6,9,4,1,0
60,10,5,0,9,0
156,10,5,1,13,0
104,25,0,2,14,0
338,27,4,6,9,0
396,19,3,0,8,0
47,4,0,2,11,0
207,19,6,6,9,0
250,3,3,5,8,0
182,17,2,1,17,0
265,14,1,3,18,0
464,10,7,0,18,0
50,6,4,4,16,0
418,16,9,1,1,0
482,9,8,7,9,0
443,21,4,9,4,0
138,12,9,5,6,0
63,12,0,0,5,0
95,28,9,1,1,0
221,14,4,3,7,0
278,26,4,2,3,0
305,2,7,8,17,0
30,10,5,0,3,0
224,4,4,6,7,0
434,28,7,8,16,0
198,6,0,8,13,0
170,23,4,5,7,0
210,28,2,6,13,0
38,29,4,7,7,0
390,13,2,2,13,0
253,23,3,4,10,0
192,14,8,3,8,0
41,4,1,8,16,0
276,10,9,8,16,0
445,10,0,3,11,0
45,5,3,1,19,0
102,29,7,0,1,0
377,4,4,2,16,0
168,12,8,1,19,0
407,26,9,4,10,0
456,22,2,5,8,0
189,27,8,8,17,0
447,14,0,3,5,0
382,7,1,3,3,0
315,2,8,3,13,0
482,14,8,0,19,0
388,10,9,2,9,0
447,28,4,3,3,0
227,16,9,0,14,0
479,3,3,4,8,0
338,27,8,9,11,0
362,8,9,8,7,0
352,23,1,0,4,0
236,28,2,6,15,0
221,17,7,1,14,0
362,4,0,9,16,0
172,21,1,8,0,0
375,19,4,3,11,0
167,15,6,2,19,0
119,20,9,6,18,0
64,26,8,5,4,0
359,10,2,9,14,0
223,10,3,7,8,0
374,23,9,8,2,0
394,24,0,6,11,0
24,12,0,5,18,0
162,9,0,7,14,0
29,15,3,8,2,0
464,29,8,7,19,0
409,18,7,5,17,0
61,20,3,7,15,0
352,1,7,8,14,0
478,3,6,5,4,0
330,8,5,5,9,0
376,7,9,1,9,0
93,15,1,8,12,0
376,8,2,7,17,0
476,15,3,4,9,0
335,27,6,9,15,0
495,22,7,2,1,0
233,5,7,8,17,0
138,12,3,9,3,0
359,12,8,6,18,0
391,26,7,8,4,0
25,9,4,6,16,0
420,21,2,7,1,0
283,9,1,9,14,0
86,15,8,4,5,0
309,15,0,9,17,0
315,29,6,9,13,0
101,20,6,5,11,0
467,12,0,7,5,0
279,5,6,6,19,0
61,1,0,0,19,0
358,22,1,9,17,0
130,19,8,3,2,0
468,11,7,7,5,0
59,26,8,8,3,0
388,18,8,5,18,0
484,6,3,3,16,0
282,17,4,1,10,0
389,14,9,8,13,0
129,12,6,0,10,0
396,25,5,4,18,0
455,5,8,7,16,0
104,7,1,3,3,0
158,27,7,0,11,0
298,26,1,3,3,0
266,16,1,4,11,0
463,25,2,4,16,0
380,9,3,0,14,0
193,29,5,1,6,0
269,23,5,5,0,0
159,15,1,9,4,0
214,4,5,4,11,0
451,20,7,8,6,0
181,23,4,6,14,0
322,24,0,4,4,0
231,7,7,8,8,0
177,27,5,0,0,0
253,14,1,2,5,0
227,26,6,1,15,0
65,4,7,6,14,0
72,4,1,8,1,0
112,24,0,1,12,0
382,28,5,5,4,0
176,14,5,1,15,0
16,25,7,2,0,0
151,7,6,0,9,0
134,15,7,5,15,0
99,12,9,1,12,0
411,14,9,2,1,0
320,13,4,5,3,0
